team,teamid,playerid,player,jersey_no,Goals,left_goals,right_goals,head_goals,penalty_goals,Assists,KeyPasses,chances_created,big_chances,shots_on_target,shots_off_target,shots,post,blocked_shots,fouls,yellow_cards,red_cards,defender_saves,offsides,tackles,interceptions,blocks,saves,position,clean_sheets,shots_faced,matchid
FC Marina,14,POR2025127,PAUL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,1,2,3
FC Marina,14,POR2025130,DHILIP,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Defense,1,2,3
FC Marina,14,POR2025132,THEMSO,23,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,Midfield,1,2,3
FC Marina,14,POR2025133,RAVI,8,0,0,0,0,0,1,1,2,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,Midfield,1,2,3
FC Marina,14,POR2025134,R10,10,1,0,0,1,0,0,0,0,0,2,1,4,0,1,0,0,0,0,1,0,1,0,0,Forward,1,2,3
FC Marina,14,POR2025135,SOSO LAYAM,27,1,0,0,1,0,0,0,0,0,1,2,3,1,0,2,1,0,0,0,1,2,0,0,Forward,1,2,3
FC Marina,14,POR2025143,PRADHEEP ,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,Midfield,1,2,3
FC Marina,14,POR2025144,SANTHOSH ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Defense,1,2,3
FC Marina,14,POR2025145,PRAMODH,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,1,2,3
FC Marina,14,POR2025148,Kali,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Defense,1,2,3
FC Marina,14,POR2025149,BRIJITH,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Defense,1,2,3
Poovai United,3,POR2025231,HARISH ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Forward,0,4,3
Poovai United,3,POR2025232,GERALD,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,Midfield,0,4,3
Poovai United,3,POR2025234,JOSHUA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,Midfield,0,4,3
Poovai United,3,POR2025235,YUVARAJ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Defense,0,4,3
Poovai United,3,POR2025237,ANTO ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,Defense,0,4,3
Poovai United,3,POR2025239,EZHIL,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,Defense,0,4,3
Poovai United,3,POR2025246,DEEPAK ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Defense,0,4,3
Poovai United,3,POR2025247,MANI,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Forward,0,4,3
Poovai United,3,POR2025248,IRFAN,15,0,0,0,0,0,0,1,1,0,2,1,3,0,0,2,0,0,0,0,0,2,0,0,Midfield,0,4,3
Poovai United,3,POR2025250,NILA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,0,4,3
Poovai United,3,POR2025256,vignesh,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,GK,0,4,3
